"id","nama_agency","pagu","hps","harga_penawaran","nama_pemenang","pemenang_2","harga_penawaran_2",cluster
3753011,'LPSE Kementerian Keuangan Kalimantan Barat',273524500,273524000,0,'CV. ABIDVIA KONSULTAN','CV. MULTI KREASI KONSULTAN',269510000,C0
3753011,'LPSE Kementerian Keuangan Kalimantan Barat',273524500,273524000,0,'CV. ABIDVIA KONSULTAN','MADYA JASA KONSULTAN CV',265900000,C0
3754011,'LPSE Kementerian Keuangan Jawa Timur',315000000,310867708,278275800,'PT DUTA KARYA BERSATU','CV.FIYANSA MULYA',291187380,C0
3754011,'LPSE Kementerian Keuangan Jawa Timur',315000000,310867708,278275800,'PT DUTA KARYA BERSATU','PT. MITRA TATA KERJA',302962011,C0
3757011,'Kementerian Kelautan dan Perikanan',1288000,1283570,1270617,'PT. PURNA DHARMA PERDANA','PT. Unggul Mitrapratama Interindo',1271789,C0
3762011,'LPSE Kementerian Keuangan Yogyakarta',203200000,165100000,151895000,'CV. PUTRA MANDIRI','CV. Desada Theamada',148855000,C0
3762011,'LPSE Kementerian Keuangan Yogyakarta',203200000,165100000,151895000,'CV. PUTRA MANDIRI','CV.PASADENA INDONESIA',138734200,C0
3763011,'Sekretariat Jenderal Kementerian Keuangan',704450000,701930525,685000013,'PT.PERSADA SENTRA SERVISINDO','CV. Citra Gemilang Mandiri',696681425,C0
3763011,'Sekretariat Jenderal Kementerian Keuangan',704450000,701930525,685000013,'PT.PERSADA SENTRA SERVISINDO','PT PAYUNG NIAGA INDONESIA',700619040,C0
3764011,'Kementerian Kelautan dan Perikanan',760000000,745823400,0,'CV. Alabkim Scientific','CV GARUDA NUSANTARA',730776200,C0
3764011,'Kementerian Kelautan dan Perikanan',760000000,745823400,0,'CV. Alabkim Scientific','CV GUNUNG HARTA CONSTRUCTION',715859500,C0
3764011,'Kementerian Kelautan dan Perikanan',760000000,745823400,0,'CV. Alabkim Scientific','CV PAKUMAS',738229800,C0
3767011,'Kementerian Kelautan dan Perikanan',250000000,249975000,199969000,'PT. CORINA INTIMEDIA ADHISWATI','CV. KIAT NUSA',229964350,C0
3769011,'Kementerian Kelautan dan Perikanan',500000000,499950000,0,'padmaduta cipta','CV. ORIZA',449955000,C0
3771011,'Kementerian Kelautan dan Perikanan',300000000,299695000,279235000,'CV. KIAT NUSA','CV. Crescent Communication',292572500,C0
3773011,'Kementerian Kelautan dan Perikanan',145000000,141185000,0,'PT. Andira Karya Persada','PT. Adfinbureau Indonesia',135685000,C0
3773011,'Kementerian Kelautan dan Perikanan',145000000,141185000,0,'PT. Andira Karya Persada','PT. SUGITEK INDO TAMA',137885000,C0
3774011,'Badan Penelitian Dan Pengembangan Kelautan dan Perikanan KKP',512500000,512410000,466002350,'CV. Dokumindo Bangun Sejahtera','PT. SOLUSINDO USERTAMA',495730000,C0
3779011,'Direktorat Jenderal Anggaran',297275000,297275000,215407500,'CV.Mekar Carano Batirai','CV. DUA PUTRA PRIMA',269225000,C0
3779011,'Direktorat Jenderal Anggaran',297275000,297275000,215407500,'CV.Mekar Carano Batirai','CV. SUMBER SETIA ABADI',266029500,C0
3779011,'Direktorat Jenderal Anggaran',297275000,297275000,215407500,'CV.Mekar Carano Batirai','PT. ALATSHCO INDONESIA',252252000,C0
3779011,'Direktorat Jenderal Anggaran',297275000,297275000,215407500,'CV.Mekar Carano Batirai','PT. Hitam Perkasa',273699970,C0
3779011,'Direktorat Jenderal Anggaran',297275000,297275000,215407500,'CV.Mekar Carano Batirai','Pulau Candi Utama',256102000,C0
3781011,'PUSDIKLATWAS BPKP',295000000,240000000,211249500,'CV. Kencana Jaya','CV PARAWA CITRA',218850000,C0
3781011,'PUSDIKLATWAS BPKP',295000000,240000000,211249500,'CV. Kencana Jaya','CV. DANISWARA',234450000,C0
3781011,'PUSDIKLATWAS BPKP',295000000,240000000,211249500,'CV. Kencana Jaya','cv. kintari grafika',215820000,C0
3781011,'PUSDIKLATWAS BPKP',295000000,240000000,211249500,'CV. Kencana Jaya',cv.indrapratama,212256000,C0
3781011,'PUSDIKLATWAS BPKP',295000000,240000000,211249500,'CV. Kencana Jaya','RAMA PRATAMA',215850000,C0
3782011,'Direktorat Jenderal Anggaran',599752835,599752835,343018500,'PT. PERDANA MATRIKS INTERSISTEM','ACCESS LINTAS SOLUSI',476000000,C0
3782011,'Direktorat Jenderal Anggaran',599752835,599752835,343018500,'PT. PERDANA MATRIKS INTERSISTEM','CV. PROCOMP',393250000,C0
3782011,'Direktorat Jenderal Anggaran',599752835,599752835,343018500,'PT. PERDANA MATRIKS INTERSISTEM','CV. SUMBER SETIA ABADI',349030000,C0
3782011,'Direktorat Jenderal Anggaran',599752835,599752835,343018500,'PT. PERDANA MATRIKS INTERSISTEM','PT. Perwira Sentra Officindo',515689900,C0
3782011,'Direktorat Jenderal Anggaran',599752835,599752835,343018500,'PT. PERDANA MATRIKS INTERSISTEM','PT. Sembada Wiraperkasa',509795000,C0
3785011,'Badan Pendidikan dan Pelatihan Keuangan',691440000,691059270,578381760,'CV. Kencana Jaya','CV. AMORANDA PRATAMA',585510132,C0
3785011,'Badan Pendidikan dan Pelatihan Keuangan',691440000,691059270,578381760,'CV. Kencana Jaya','CV. DANISWARA',633235130,C0
3785011,'Badan Pendidikan dan Pelatihan Keuangan',691440000,691059270,578381760,'CV. Kencana Jaya','CV.TAMAN AKSARA JAYA',608048210,C0
3785011,'Badan Pendidikan dan Pelatihan Keuangan',691440000,691059270,578381760,'CV. Kencana Jaya','PT CAHAYATIGA TATABINTANG',641383985,C0
3785011,'Badan Pendidikan dan Pelatihan Keuangan',691440000,691059270,578381760,'CV. Kencana Jaya','PT. HARTOMO JAYA MANDIRI',665137220,C0
3790011,'LPSE Kementerian Keuangan Jawa Timur',362320000,352000000,0,'CV. MEGA SKALA','CV. BANGUN ADHI TAMA',265000000,C0
3790011,'LPSE Kementerian Keuangan Jawa Timur',362320000,352000000,0,'CV. MEGA SKALA','CV. WAHANA BHAKTI CONSULTANT',313416000,C0
3790011,'LPSE Kementerian Keuangan Jawa Timur',362320000,352000000,0,'CV. MEGA SKALA','PT. ARYATAMA DUTA CIPTA',325920000,C0
3800011,'Kementerian Kelautan dan Perikanan',285000000,285000000,0,'CV. Inhasa Persada Consultant','CV. Hanum',280142500,C0
3802011,'Lembaga Sandi Negara',230400000,230400000,160077500,'CV. SUMBER SETIA ABADI','CV. Duta Bisma Sejahtera',191849350,C0
3803011,'LPSE Kementerian Keuangan Jawa Timur',233490000,233490000,180615000,'CV RENREV SEJAHTERA','CV . KARTIKA JAYA SAKTI',197355000,C0
3804011,'Kementerian Kelautan dan Perikanan',416350000,416350000,0,'PT. AVISTA PLANOTAMA KONSULTAN','CV. KINARYA ALAM RAYA',400620000,C0
3806011,'Direktorat Jenderal Pajak',593513954,498372138,493893792,'CV. MAHAKI PRATAMA','CV. ADA UTAMA',550012210,C0
3807011,'Inspektorat Jenderal Kementerian Keuangan',200000000,127050000,101640000,'CV. RICHARDO JAYA','CV Sembilan Benua',106106000,C0
3807011,'Inspektorat Jenderal Kementerian Keuangan',200000000,127050000,101640000,'CV. RICHARDO JAYA','PT. Adiska Tunggal Pasada',104350400,C0
3808011,'Sekretariat Wakil Presiden',1342600000,882695000,788700000,'PT. DELTA SINKRON LESTARI','CV. PALEM JAYA SEJAHTERA',829730000,C0
3810011,'Badan Pendidikan dan Pelatihan Keuangan',110400000,109839400,88770000,'CV. GRAHA BATURDANINDO','CV Grafindo Media',90200000,C0
3810011,'Badan Pendidikan dan Pelatihan Keuangan',110400000,109839400,88770000,'CV. GRAHA BATURDANINDO','CV. KARYA BANGUN WAHANA',92400000,C0
3816011,'Direktorat Jenderal Pajak',642178656,641210306,577637673,'PT. DAYA CIPTA WIRA MANDIRI','PT. JAKARTA BEST SECURITY',624228440,C0
3820011,'Direktorat Jenderal Pajak',1148225489,1148225489,1021146269,'PT. DAYA CIPTA WIRA MANDIRI','PT. HEKSA GARDA UTAMA',1101580000,C0
3820011,'Direktorat Jenderal Pajak',1148225489,1148225489,1021146269,'PT. DAYA CIPTA WIRA MANDIRI','PUTRA SIAGA MANDIRI',1032405000,C0
3821011,'Bapepam - LK',558708000,558470000,556471000,'PT. Tota Karya Givanni','CV. SOPINRO MAJU',557031865,C0
3822011,'Direktorat Jenderal Anggaran',600064,600064,0,'PT. KENCANA RODO','ANUGERAH LOKA',549990,C0
3822011,'Direktorat Jenderal Anggaran',600064,600064,0,'PT. KENCANA RODO','Intraco Lestari',563275,C0
3822011,'Direktorat Jenderal Anggaran',600064,600064,0,'PT. KENCANA RODO','PT. LAGAGENIS INSUKO',570000,C0
3822011,'Direktorat Jenderal Anggaran',600064,600064,0,'PT. KENCANA RODO','PT. WIJAYA KARYA NUSANTARA',564144,C0
3824011,'Direktorat Jenderal Kekayaan Negara',557250000,475530000,397826000,'CV.PRABU JAYA','CV Sembilan Benua',461461000,C0
3827011,'Sekretariat Wakil Presiden',274164000,179663000,158532000,'PT. SUKA MULYAMAS UTAMA','CV. AKMALINDU KURNIATAMA',149295300,C0
3828011,'Sekretariat Wakil Presiden',350856000,187209000,0,'PT. DWI MITRA CEMPAKA','CV AZRA PUTRI PRATHAMA',181467000,C0
3828011,'Sekretariat Wakil Presiden',350856000,187209000,0,'PT. DWI MITRA CEMPAKA','JAKARTA SERVICE COMPANY',185298300,C0
3830011,'Badan Pendidikan dan Pelatihan Keuangan',114842000,113767500,0,'PT. BAHANA NUSANTARA','PT. Cinipta Triutama Jaya',109340000,C0
3832011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',986033000,720028100,464200000,'PT. HARTOMO JAYA MANDIRI','CV. Citra Gemilang Mandiri',582922285,C0
3832011,'Pusat Pelaporan dan Analisis Transaksi Keuangan',986033000,720028100,464200000,'PT. HARTOMO JAYA MANDIRI','CV. KARYA BANGUN WAHANA',548106196,C0
3839011,'Kementerian Kelautan dan Perikanan',500000000,499928000,0,'PT. PROPERINDO JASATAMA','PT. Kacindo Danatya',477719000,C0
3839011,'Kementerian Kelautan dan Perikanan',500000000,499928000,0,'PT. PROPERINDO JASATAMA','PT. MATON SELARAS CONSULTANT',489736500,C0
3844011,'Komisi Pemberantasan Korupsi',170431800,170431800,143243100,'PT DAYA KARYA HUTAMA','PT. CATUR MULTI INFOTAMA',165431750,C0
3845011,'Komisi Pemberantasan Korupsi',254661000,254661000,242000000,'PT Jabetto Maraya','CV. ABIGAEL BERSINAR',196900000,C0
3850011,'Perwakilan BPKP Provinsi Jawa Tengah',236000000,235785000,218266000,'CV. Mulya Sejahtera','CV. SUMBER SULUH',228518400,C0
3850011,'Perwakilan BPKP Provinsi Jawa Tengah',236000000,235785000,218266000,'CV. Mulya Sejahtera','CV.SARANA REZEKI MANDIRI',220848080,C0
3852011,'Bapepam - LK',630000000,614420400,567820000,'PT Iradat','PT Daya Dimensi Indonesia',613745000,C0
3853011,'Direktorat Jenderal Pajak',438150000,267835194,241978829,'PT KOTA NAGA PUTRA','PT. Rianas Grahasaba Abadi',244475000,C0
3853011,'Direktorat Jenderal Pajak',438150000,267835194,241978829,'PT KOTA NAGA PUTRA','PT.ELIYANA SEJAHTERA',244239794,C0
3853011,'Direktorat Jenderal Pajak',438150000,267835194,241978829,'PT KOTA NAGA PUTRA','VITARA ANUGRAH MANDIRI',245058000,C0
3858011,'Direktorat Jenderal Perbendaharaan',2023977000,2010360000,1671630000,'PT. EHSYA GUNA JAYA','CV. NASA MITRA JAYA',1636635000,C0
3858011,'Direktorat Jenderal Perbendaharaan',2023977000,2010360000,1671630000,'PT. EHSYA GUNA JAYA','PT. AEK SIBUNDONG NAULI',1749022000,C0
3858011,'Direktorat Jenderal Perbendaharaan',2023977000,2010360000,1671630000,'PT. EHSYA GUNA JAYA','PT. Hidayah Mandiri',1945240000,C0
3858011,'Direktorat Jenderal Perbendaharaan',2023977000,2010360000,1671630000,'PT. EHSYA GUNA JAYA','PT. RIANAIDA CIPTAARTHA',1905685000,C0
3860011,'Direktorat Jenderal Pajak',228000000,226281000,0,'PT. NUSANTARA CITRA KONSULTAN','HUDA TATA SARANA',179300000,C0
3860011,'Direktorat Jenderal Pajak',228000000,226281000,0,'PT. NUSANTARA CITRA KONSULTAN','PT.GUBAHLARAS Arsitek & Perencana',181418600,C0
3866011,'Direktorat Jenderal Perimbangan Keuangan',540000000,339076375,307913573,'PT. ERASTORE','CV. Citra Gemilang Mandiri',328161900,C0
3867011,'Badan Kepegawaian Negara',399300000,399300000,0,'HUDA TATA SARANA','PT. DELIMA LAKSANA TATA',385910000,C0
3867011,'Badan Kepegawaian Negara',399300000,399300000,0,'HUDA TATA SARANA','PT.KOMSHA AKUR CONSULT',389235000,C0
3869011,'Kementerian Kelautan dan Perikanan',256750000,256641000,229434068,'CV.SARANA REZEKI MANDIRI','CV. Duta Bisindo Sejahtera',251534580,C0
3869011,'Kementerian Kelautan dan Perikanan',256750000,256641000,229434068,'CV.SARANA REZEKI MANDIRI','PT.COMPLUS SISTEM SOLUSI',251947300,C0
3874011,'Kementerian Kelautan dan Perikanan',357500000,357500000,0,'PT. ANDALAN REREKA CONSULTINDO','CV. HASTA PRIMA CONSULTANT',349998000,C0
3874011,'Kementerian Kelautan dan Perikanan',357500000,357500000,0,'PT. ANDALAN REREKA CONSULTINDO','PT. AVISTA PLANOTAMA KONSULTAN',354618000,C0
3875011,'Direktorat Jenderal Kekayaan Negara',655000,650778,599995,'PT. Mitra Integrasi Informatika','PT LIMAWIRA WISESA',608300,C0
3875011,'Direktorat Jenderal Kekayaan Negara',655000,650778,599995,'PT. Mitra Integrasi Informatika','PT. Arasis Mediatec',611050,C0
3875011,'Direktorat Jenderal Kekayaan Negara',655000,650778,599995,'PT. Mitra Integrasi Informatika','PT. Permata Anugerah Abadi',612425,C0
3880011,'Sekretariat Wakil Presiden',375000000,373890000,0,'PT. Saka Mitra Kompetensi','CV Grafindo Media',168300000,C0
3880011,'Sekretariat Wakil Presiden',375000000,373890000,0,'PT. Saka Mitra Kompetensi','CV. Poin Plus Asia',212300000,C0
3880011,'Sekretariat Wakil Presiden',375000000,373890000,0,'PT. Saka Mitra Kompetensi','PT. DITALENT PUTRI',317900000,C0
3880011,'Sekretariat Wakil Presiden',375000000,373890000,0,'PT. Saka Mitra Kompetensi','PT. Warnasaparasi Indahgrafika',176550000,C0
3880011,'Sekretariat Wakil Presiden',375000000,373890000,0,'PT. Saka Mitra Kompetensi','PT.RAJAWALI AGUNG PERKASA',203500000,C0
3882011,'Direktorat Jenderal Perbendaharaan',300000,300000,0,'PT. ARA INDONESIA','PT. QUANTUM HRM INTERNASIONAL',259232,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','BETRALIN ARBA MULIA',174463438,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','CV. Alabkim Scientific',160057700,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','CV. INDO SERVICE UTAMA',170534000,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','CV. PROCOMP',179542000,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','CV.INTEGRAL ASIA',180029000,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','mahawarman computindo',187770000,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','PT. MARURAT TOROP JAYA',286285000,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','PT. METRO GABE JAYA',188994000,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','PT. MUTIARA MURNI MANDIRI',168411014,C0
3884011,'Lembaga Sandi Negara',210000000,209935000,159170000,'YADIO YATIM ABADI','PT.PENTAS CAKRA BHAKTI',189420000,C0
3885011,'KANREG X BKN DENPASAR',106000000,105324000,87511000,'CV.FIYANSA MULYA','CV. MEDIKA JAYA',99220000,C0
3885011,'KANREG X BKN DENPASAR',106000000,105324000,87511000,'CV.FIYANSA MULYA','CV. Tunas Abadi',102720200,C0
3886011,'LPSE Kementerian Keuangan Banten',258269300,245900000,0,'PT. Cinipta Triutama Jaya','PT. BAHANA NUSANTARA',239900000,C0
3886011,'LPSE Kementerian Keuangan Banten',258269300,245900000,0,'PT. Cinipta Triutama Jaya','PT. DELIMA LAKSANA TATA',242100000,C0
3888011,'Lembaga Sandi Negara',201361000,193885725,172755000,'cv. yunaz putra','CV. PROCOMP',190740000,C0
3888011,'Lembaga Sandi Negara',201361000,193885725,172755000,'cv. yunaz putra','CV. SWADAYA',184179600,C0
3888011,'Lembaga Sandi Negara',201361000,193885725,172755000,'cv. yunaz putra',CV.SYAFITA,189614700,C0
3900011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',892356000,830279000,734108200,'PT. MAHKOTA RAJAWALI PERKASA','CV. PUTRA BANYUMAS',887911500,C0
3900011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',892356000,830279000,734108200,'PT. MAHKOTA RAJAWALI PERKASA','cv. tritunggal perkasa',847803500,C0
3900011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',892356000,830279000,734108200,'PT. MAHKOTA RAJAWALI PERKASA','CV.Puncak Harapan',886931000,C0
3901011,'Direktorat Jenderal Anggaran',500076500,500076500,425009750,'PT. Lestarijaya Ekapertiwi','CV. Citra Gemilang Mandiri',437218925,C0
3901011,'Direktorat Jenderal Anggaran',500076500,500076500,425009750,'PT. Lestarijaya Ekapertiwi','CV. Duta Bisma Sejahtera',437249835,C0
3901011,'Direktorat Jenderal Anggaran',500076500,500076500,425009750,'PT. Lestarijaya Ekapertiwi','CV. RICHARDO JAYA',454890700,C0
3901011,'Direktorat Jenderal Anggaran',500076500,500076500,425009750,'PT. Lestarijaya Ekapertiwi','CV.Mekar Carano Batirai',437896900,C0
3902011,'Direktorat Jenderal Anggaran',527805590,527805590,520723280,'PT. Power Sistem Integrasi','Karya Citra Sarana',527374384,C0
3913011,'Sekretariat Wakil Presiden',997081832,944058863,423588000,'PT. Telekomunikasi Indonesia Tbk.','PT Aplikanusa Lintasarta',956675500,C0
3917011,'Direktorat Jenderal Pajak',336859600,336859600,305241200,'CV. Citra Gemilang Mandiri','PT. ERASTORE',298989452,C0
3917011,'Direktorat Jenderal Pajak',336859600,336859600,305241200,'CV. Citra Gemilang Mandiri','PT. Lestarijaya Ekapertiwi',333399000,C0
3917011,'Direktorat Jenderal Pajak',336859600,336859600,305241200,'CV. Citra Gemilang Mandiri','PT. Power Sistem Integrasi',336426200,C0
3917011,'Direktorat Jenderal Pajak',336859600,336859600,305241200,'CV. Citra Gemilang Mandiri','PT.PERSADA SENTRA SERVISINDO',333446760,C0
3918011,'Sekretariat Wakil Presiden',159160000,155145454,138600000,'HARDJA MOEKTI CONSULTANT','PT DAYA KARYA HUTAMA',149600000,C0
3921011,'Sekretariat Wakil Presiden',600000000,599915994,556670013,'CV. Saras Trimedika','PT. CHEMIPHARMA JULIEN DJONELIDA',567888640,C0
3921011,'Sekretariat Wakil Presiden',600000000,599915994,556670013,'CV. Saras Trimedika','PT. ZALFA MANDIRI',507675680,C0
3928011,'Direktorat Jenderal Bea dan Cukai',400000000,397000000,270050000,'ONDIHON MAS GLOBALINDO','CV Grafindo Media',285450000,C0
3928011,'Direktorat Jenderal Bea dan Cukai',400000000,397000000,270050000,'ONDIHON MAS GLOBALINDO',CV.TERAB,311190000,C0
3928011,'Direktorat Jenderal Bea dan Cukai',400000000,397000000,270050000,'ONDIHON MAS GLOBALINDO','Jasa Grafika Indonesia',277915000,C0
3928011,'Direktorat Jenderal Bea dan Cukai',400000000,397000000,270050000,'ONDIHON MAS GLOBALINDO','PT MULTIDA CITRAMASCORP',360855000,C0
3928011,'Direktorat Jenderal Bea dan Cukai',400000000,397000000,270050000,'ONDIHON MAS GLOBALINDO','PT.bhinneka Dirgantara Loka',281160000,C0
3929011,'Lembaga Sandi Negara',480000000,414373520,375287000,'CV. MULTI SKINDO UTAMA','CV. PROCOMP',390335000,C0
3929011,'Lembaga Sandi Negara',480000000,414373520,375287000,'CV. MULTI SKINDO UTAMA','CV. ZONA INTERMEDIA',386584715,C0
3929011,'Lembaga Sandi Negara',480000000,414373520,375287000,'CV. MULTI SKINDO UTAMA',CV.SYAFITA,391591200,C0
3929011,'Lembaga Sandi Negara',480000000,414373520,375287000,'CV. MULTI SKINDO UTAMA','PT.COMPLUS SISTEM SOLUSI',400447300,C0
3931011,'Perwakilan BPKP Provinsi Sumatera Barat',439000000,420000000,0,'PT. BLANTICKINDO ANEKA','PT. Ciriajasa Cipta Mandiri',386700000,C0
3932011,'Badan Kepegawaian Negara',1671990009,1671990009,1551760069,'CV. MECOSUPRIN KREASI','CV.ASFA COMPANY',1587200000,C0
3934011,'LPSE Kementerian Keuangan Banten',234000000,175497300,139976940,'Pt. Dekade Megah Citra Raya','PT.THEOLIVE MARGANDA BROTHERS',163799075,C0
3937011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',1712700000,1712700000,1109534000,'CV. SIDODADI KATERING','CV. MEGANTARA',1523632000,C0
3937011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',1712700000,1712700000,1109534000,'CV. SIDODADI KATERING','CV. Tulip Mitra Bersama',1192766000,C0
3937011,'Badan Pengembangan SDM Kelautan dan Perikanan (BPSDMKP)',1712700000,1712700000,1109534000,'CV. SIDODADI KATERING','PT. CAKRA WREDHI PRATAMA',1201446000,C0
3939011,'PUSINFOWAS BPKP',704492900,704492900,588860800,'PT. PRIMA INTEGRASI NETWORK','PT NUSANTARA COMPNET INTEGRATOR',619000000,C0
3944011,'LPSE Kementerian Keuangan Jawa Barat',431753000,423000000,358680000,'CV. DUTA KARYA','CV. Pratama Karya',368699000,C0
3945011,'Direktorat Jenderal Pajak',2200000,2194029,1878490,'PT MEDIATAMA CIPTACITRA','PT Cinggarindo Galba',1946497,C0
3945011,'Direktorat Jenderal Pajak',2200000,2194029,1878490,'PT MEDIATAMA CIPTACITRA','PT. Demi Gisela Citra Utama',1904826,C0
3948011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',215000000,211562500,199188000,'CV. ELEXTRA','CV. SIPATUO',204539500,C0
3963011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',260560000,245332400,196297000,'CV. PRIMA MITRA KLIN','CV CIPTA KREASI GEMILANG',210195550,C0
3963011,'LPSE Kementerian Keuangan Wilayah Sulawesi Selatan',260560000,245332400,196297000,'CV. PRIMA MITRA KLIN','CV. PUTRA BANYUMAS',217492500,C0
3964011,'Badan Kebijakan Fiskal',480000000,305429201,256300000,'PT. HARTOMO JAYA MANDIRI','CV. Citra Gemilang Mandiri',268782800,C0
3964011,'Badan Kebijakan Fiskal',480000000,305429201,256300000,'PT. HARTOMO JAYA MANDIRI','CV. SUMBER SETIA ABADI',269016000,C0
3964011,'Badan Kebijakan Fiskal',480000000,305429201,256300000,'PT. HARTOMO JAYA MANDIRI','PT. Perwira Sentra Officindo',269216640,C0
3966011,'Sekretariat Militer Presiden',407176,407176,398847,'PT. Karsa Wira Utama','perum percetakan uang republik indonesia',402086,C0
3967011,'Sekretariat Militer Presiden',2307695,2307695,2063392,'perum percetakan uang republik indonesia','ANUGERAH PRATAMA',2187373,C0
3967011,'Sekretariat Militer Presiden',2307695,2307695,2063392,'perum percetakan uang republik indonesia','PT. Radian Putra Metropolindo Pratama',2292614,C0
3968011,'Sekretariat Jenderal Kementerian Keuangan',234500000,220550000,199529715,'CV. ZONA INTERMEDIA','CV. SUMBER SETIA ABADI',215011500,C0
